qid,video,question,type_code,relation_from_type,relation_from_lexical,relation_final,relation_disagreement,extraction_status,anchor_clause,target_entity,query_roles,query_texts,seed_texts,fallback_reason,n_text_embeddings,n_seed_queries,subject_prepended,head_form,v2_fallback_reason,v2_texts
3,6895608152,how does the person in white interact with the people in red,CH,MANNER,,MANNER,0,head_event,the person in white interact with the people in red,,"[""original"", ""anchor_primary""]","[""how does the person in white interact with the people in red"", ""a video frame showing the person in white interact with the people in red""]","[""how does the person in white interact with the people in red"", ""a video frame showing the person in white interact with the people in red""]",,2,2,0,how_head,,"[""a video frame showing the person in white interact with the people in red""]"
5,3963997053,what does the man wearing cap backwards do when the car approaches him,TC,DURING,DURING,DURING,0,clause_extracted,the car approaches him,the man wearing cap backwards,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the man wearing cap backwards do when the car approaches him"", ""a video frame showing the car approaches him"", ""a video frame showing the man wearing cap backwards""]","[""what does the man wearing cap backwards do when the car approaches him"", ""a video frame showing the car approaches him""]",,3,2,0,what_do,,"[""a video frame showing the car approaches him"", ""a video frame showing man wearing cap backwards near the car approaches him""]"
8,4166942239,what does the man in red do after bending down and standing up straight,TN,AFTER,AFTER,AFTER,0,clause_extracted,the man in red bending down and standing up straight,the man in red,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the man in red do after bending down and standing up straight"", ""a video frame showing the man in red bending down and standing up straight"", ""a video frame showing the man in red""]","[""what does the man in red do after bending down and standing up straight"", ""a video frame showing the man in red bending down and standing up straight""]",,3,2,1,what_do,,"[""a video frame showing man in red bending down and standing up straight"", ""a video frame showing man in red""]"
6,4333544549,why did the man in blue touch his pocket in the middle,CW,CAUSE,,CAUSE,0,head_event,the man in blue touch his pocket,,"[""original"", ""anchor_primary""]","[""why did the man in blue touch his pocket in the middle"", ""a video frame showing the man in blue touch his pocket""]","[""why did the man in blue touch his pocket in the middle"", ""a video frame showing the man in blue touch his pocket""]",,2,2,0,why_head,,"[""a video frame showing the man in blue touch his pocket in the middle""]"
6,7531285946,how did the lady crossed over the fence,CH,MANNER,,MANNER,0,head_event,the lady crossed over the fence,,"[""original"", ""anchor_primary""]","[""how did the lady crossed over the fence"", ""a video frame showing the lady crossed over the fence""]","[""how did the lady crossed over the fence"", ""a video frame showing the lady crossed over the fence""]",,2,2,0,how_head,,"[""a video frame showing the lady crossed over the fence""]"
7,5504913999,what sport is the man doing,TC,DURING,,DURING,0,no_structure,,,"[""original""]","[""what sport is the man doing""]","[""what sport is the man doing""]",no_anchor_event,1,1,0,unmatched,no_clause_pattern_matched,"[""a video frame showing what sport is the man doing"", ""what sport is the man doing""]"
0,5623068492,why does the man with white hair wear gloves,CW,CAUSE,,CAUSE,0,head_event,the man with white hair wear gloves,,"[""original"", ""anchor_primary""]","[""why does the man with white hair wear gloves"", ""a video frame showing the man with white hair wear gloves""]","[""why does the man with white hair wear gloves"", ""a video frame showing the man with white hair wear gloves""]",,2,2,0,why_head,,"[""a video frame showing the man with white hair wear gloves""]"
7,6690256857,why is the boy scrubbing the dog s body,CW,CAUSE,,CAUSE,0,head_event,the boy scrubbing the dog s body,,"[""original"", ""anchor_primary""]","[""why is the boy scrubbing the dog's body"", ""a video frame showing the boy scrubbing the dog's body""]","[""why is the boy scrubbing the dog's body"", ""a video frame showing the boy scrubbing the dog's body""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why is the boy scrubbing the dog's body"", ""why is the boy scrubbing the dog's body""]"
7,11566980553,how does the woman respond after the boy gives her the present,TN,AFTER,AFTER,AFTER,0,clause_extracted,the boy gives her the present,,"[""original"", ""anchor_primary""]","[""how does the woman respond after the boy gives her the present"", ""a video frame showing the boy gives her the present""]","[""how does the woman respond after the boy gives her the present"", ""a video frame showing the boy gives her the present""]",,2,2,0,how_head,,"[""a video frame showing the woman respond after the boy gives her the present""]"
5,3943634344,how did the girl move her arms while reading,CH,MANNER,DURING,MANNER,1,clause_extracted,the girl move her arms,,"[""original"", ""anchor_primary""]","[""how did the girl move her arms while reading"", ""a video frame showing the girl move her arms""]","[""how did the girl move her arms while reading"", ""a video frame showing the girl move her arms""]",,2,2,0,how_head,,"[""a video frame showing the girl move her arms while reading""]"
8,2679328607,how does he boy pass the toy back to the girl,CH,MANNER,,MANNER,0,head_event,he boy pass the toy back to the girl,,"[""original"", ""anchor_primary""]","[""how does he boy pass the toy back to the girl"", ""a video frame showing he boy pass the toy back to the girl""]","[""how does he boy pass the toy back to the girl"", ""a video frame showing he boy pass the toy back to the girl""]",,2,2,0,how_head,,"[""a video frame showing he boy pass the toy back to the girl""]"
9,6898821807,what does the baby do after grabbing the boy s hand,TN,AFTER,AFTER,AFTER,0,clause_extracted,the baby grabbing the boy s hand,the baby,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the baby do after grabbing the boy's hand"", ""a video frame showing the baby grabbing the boy's hand"", ""a video frame showing the baby""]","[""what does the baby do after grabbing the boy's hand"", ""a video frame showing the baby grabbing the boy's hand""]",,3,2,1,what_do,,"[""a video frame showing baby grabbing the boy's hand"", ""a video frame showing baby""]"
0,8211075660,what does the man with the phone do after appearing at the side while the man in black was talking,TN,AFTER,AFTER,AFTER,0,clause_extracted,the man with the phone appearing at the side while the man in black was talking,the man with the phone,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the man with the phone do after appearing at the side while the man in black was talking"", ""a video frame showing the man with the phone appearing at the side while the man in black was talking"", ""a video frame showing the man with the phone""]","[""what does the man with the phone do after appearing at the side while the man in black was talking"", ""a video frame showing the man with the phone appearing at the side while the man in black was talking""]",,3,2,1,what_do,,"[""a video frame showing man with the phone appearing at the side while the man in black was talking"", ""a video frame showing man with the phone""]"
